T PL,H PL,verb,verb - main semantic class,verb - tense,verb - factive/nonfactive,complement - tense,T - negation,T - type of sentence,"GOLD <T,H>"
"Nie wiedziałem, Otello na to, że spotykasz się z niewidomą.",spotykasz się z niewidomą.,"wiedzieć, że_",epistemiczny,past,F,present,True,indywidualne,E
"Wiem tylko, że jeździła na wózku cztery lata i że ten jej był okropny. ",jeździła na wózku cztery lata,"wiedzieć, że_",epistemiczny,present,F,past,False,indywidualne,E
"Gdy zniesiono mnie na ląd, byłem już w stanie uwierzyć we wszystko, również w to, że nazywam się Juan de Chinchilla, zaś Diego Carmena, mój przyjaciel został pożarty przez ocean 16 czerwca.","nazywam się Juan de Chinchilla, zaś Diego Carmena, mój przyjaciel został pożarty przez ocean 16 czerwca.","uwierzyć, że_",epistemiczny,past,NF,inne,False,indywidualne,C
"Wiadomo jednak, że zabraknie dwóch profilów nauczania.",zabraknie dwóch profilów nauczania.,"wiadomo, że_",epistemiczny,present,F,future,False,indywidualne,E
"Żałujesz, że tam byłaś?", tam byłaś?,"żałować, że_",emotywny,present,F,past,False,pytajne,E
"Tylko wrodzona skromność powstrzymuje mnie od powiedzenia, że pomysł był genialny. ",pomysł był genialny. ,"powiedzieć, że_",mówienia,present,NF,past,False,indywidualne,N
"Posuwamy się także, według dosadnego określenia Karla Rahnera SJ, nawet do ""fałszerstw moralnych"", udając przy tym, że wszystko jest w porządku.",wszystko jest w porządku.,"udawać, że_",inne,present,NF,present,False,reguła,C
"Przewodniczący komisji ds. Podziału Środków Finansowych dla Ofiar Pożaru, skarbnik miasta J. Pietrzak poinformował, że na koncie pozostało 418 104,02 zł, z tego planuje się wydać na leczenie 372 864,21 zł, a na pomoc socjalną 45 239,81 zł."," na koncie pozostało 418 104,02 zł,","poinformować, że_",mówienia,past,NF,past,False,indywidualne,N
"Tłumaczą, że koliduje im to z zajęciami, że dzieci straciłyby lekcje.","koliduje im to z zajęciami,","tłumaczyć, że_",mówienia,present,NF,present,False,indywidualne,N
ale też zwróćmy uwagę że. właściwie to co mówimy już jest polityczne w naszym kongresie w naszy w naszym przepraszam kontekście krajowym w naszym grajdołku bo teraz nagle okazuje się że pojednanie z Rosją jest własnością. władzy.,pojednanie z Rosją jest własnością. Władzy,"okazać się, że_",inne,present,NF,present,False,indywidualne,E
Andrzej w ogóle jak zdawał relację z tego jak gadał z babką to powiedział że dała mu do zrozumienia że jedno koło by lepsze było tudzież że do zaakceptowania,do zaakceptowania,"dać do zrozumienia, że_",mówienia,past,NF,inne,False,indywidualne,N
"Co mi dał, co zabrał PRL, co mi dała, co zabrała III RP? - zapytała ""Trybuna"" parę osób, w tym Bohdana Łazukę, który odpowiedział szczerze: ""Mówi się, że PRL to był szary okres.",PRL to był szary okres.,"mówić, że_",mówienia,present,NF,past,False,indywidualne,N
"Zapewniono, że doroczna akcja w niczym nie organiczy wakacyjnej pomocy polskim dzieciom, będącym w trudnej sytuacji materialnej.","doroczna akcja w niczym nie organiczy wakacyjnej pomocy polskim dzieciom, będącym w trudnej sytuacji materialnej.","zapewnić, że_",mówienia,,NF,present,False,indywidualne,N
"Trzeba przyznać, że te wyniki robią duże wrażenie.",te wyniki robią duże wrażenie.,"przyznać, że_",mówienia,present,F,present,False,indywidualne,E
"Mój ginekolog mówił, że nikt sie na nie nie skarżył. ", nikt sie na nie nie skarżył. ,"mówić, że_",mówienia,past,NF,past,False,indywidualne,N
"Ale skądinąd wiem, że dla kogoś, kto stracił bliską osobę, był on źródłem pocieszenia, dawał poczucie, że ktoś coś podobnego przeżył, że ktoś go rozumie. "," dla kogoś, kto stracił bliską osobę, był on źródłem pocieszenia","wiedzieć, że_",epistemiczny,present,F,past,False,indywidualne,E
ja mówię o o tym że to była cecha wspólna w Polsce w Niemczech we Francji W Hiszpanii. , to była cecha wspólna w Polsce w Niemczech we Francji W Hiszpanii. ,"mówić, że_",mówienia,present,NF,past,False,indywidualne,N
"Prezydent Ryszard Brezja zapewnia, że wiosną przyszłego roku studenci dostaną od niego klucze do miasta i bawić się będą na pierwszych, historycznych, inowrocławskich juwenaliach","wiosną przyszłego roku studenci dostaną od niego klucze do miasta i bawić się będą na pierwszych, historycznych, inowrocławskich juwenaliach","zapewniać, że_",mówienia,present,NF,future,False,indywidualne,N
"Statystyki mówią, że przestępczość w mieście spadła w ubiegłym roku o prawie 12 procent. ",przestępczość w mieście spadła w ubiegłym roku o prawie 12 procent. ,"mówić, że_",mówienia,present,NF,past,False,indywidualne,N
odpisałam ci że z chęcią zaopiekuję się twoim grzybem,z chęcią zaopiekuję się twoim grzybem,"odpisać, że_",mówienia,past,NF,future,False,indywidualne,N
" Myślę, że się udało.",się udało.,"myśleć, że_",epistemiczny,present,NF,past,False,indywidualne,N
"Niespodziewanie wyszło na jaw, że nie tylko bił narzeczoną, ale także regularnie gwałcił trzyletnią córkę.","nie tylko bił narzeczoną, ale także regularnie gwałcił trzyletnią córkę.","wyjść na jaw, że_",inne,past,F,past,False,indywidualne,E
"Śniły mi się jabłka - renety, cocsa [?], że je kupowałam, a potem, że byłam na odczycie Stanisława Wojciechowskiego (!!).", byłam na odczycie Stanisława Wojciechowskiego (!!).,"śnić się, że_",epistemiczny,past,NF,past,False,indywidualne,N
"Ciągle słyszę, że na coś prawo nie pozwala. ",na coś prawo nie pozwala. ,"słyszeć, że_[mowa]",mówienia,present,NF,present,False,indywidualne,N
"Sekretarka powiedziała mi, że pani już dzisiaj nie będzie…", pani już dzisiaj nie będzie…,"powiedzieć, że_",mówienia,past,NF,future,False,indywidualne,C
"Chyba po 47 latach pracy możemy oczekiwać, że informacja o emeryturze nie będzie miała formy listu gończego.",informacja o emeryturze nie będzie miała formy listu gończego.,"oczekiwać, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Po raz pierwszy rachunki odnotowały obecność drugiej żony Jagiełły w Nowym Mieście w listopadzie 1403 roku, ale wiele wskazuje na to, że królowa przyjeżdżała tu wcześniej.",królowa przyjeżdżała tu wcześniej.,"wskazywać, że_",epistemiczny,present,NF,past,False,indywidualne,N
"I jeśli się boisz, że wpadnę w czarną rozpacz, gdyby się okazało, że to jednak na darmo, to spoko. ",wpadnę w czarną rozpacz,"bać się, że_",epistemiczny,present,NF,future,False,warunkowe,N
"Mówi dużo o walce z przekrętami na Wall Street, ale nawet nie wie, że w bojach politycznych wspiera się od dawna na funduszach hedgingowych i działach inwestycyjnych wielkich banków, a więc tych miejscach, które wcześniej pilnie śledził","w bojach politycznych wspiera się od dawna na funduszach hedgingowych i działach inwestycyjnych wielkich banków,","wiedzieć, że_",epistemiczny,present,F,present,True,indywidualne,E
"Każdy się łudził, że stosunki jakoś się ułożą. ",stosunki jakoś się ułożą. ,"łudzić się, że_",epistemiczny,past,NF,future,False,indywidualne,C
"Na oko wydaje się, że przynajmniej indywidualny przydomek jest jasno motywowany przez wyraz pospolity góral 'mieszkaniec gór' i zapewne tak jest w następującym tekście",przynajmniej indywidualny przydomek jest jasno motywowany przez wyraz pospolity góral 'mieszkaniec gór' i,"wydaje się, że_",epistemiczny,present,NF,present,False,indywidualne,N
mówiliśmy o tym że dzieci często są przez chwilę jakoś w rodzinnym domu dziecka ,dzieci często są przez chwilę jakoś w rodzinnym domu dziecka ,"mówić, że_",mówienia,past,NF,present,False,indywidualne,E
ja słyszałem że przy załadunku miałem być teraz już, przy załadunku miałem być teraz już,"słyszeć, że_[mowa]",mówienia,past,NF,past,False,indywidualne,N
 nie wie nie wie nie wiedziałem że będziemy. y będziemy brać udział dziś w świąteczny dzień kampanii parlamentarnej do europarlamentu,będziemy. y będziemy brać udział dziś w świąteczny dzień kampanii parlamentarnej do europarlamentu,"wiedzieć, że_",epistemiczny,past,F,future,True,indywidualne,E
"Kiedy po kilku dniach mężczyzna zadzwonił pod policyjny numer 997 zrozumiał, że popełnił błąd.",popełnił błąd.,"zrozumieć, że_",epistemiczny,past,F,past,False,indywidualne,E
"Myślę, że ten problem zdecydowanie umyka uwagi.",ten problem zdecydowanie umyka uwagi.,"myśleć, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Rozumiem, chociaż przysięgam, że ja nigdy nie podsłuchuję i jak nawet coś słyszę, to przypadkowo...",ja nigdy nie podsłuchuję,"przysięgać, że_",mówienia,present,NF,present,False,performatyw,N
"W Urzędzie Marszałkowskim w Kielcach, wydającym zezwolenia na przewóz osób, dowiedzieliśmy się, że nie ma przepisów, które osobom karanym nakazywałyby odbierać koncesje czy licencje."," nie ma przepisów, które osobom karanym nakazywałyby odbierać koncesje czy licencje.","dowiedzieć się, że_",epistemiczny,past,F,present,False,indywidualne,E
"Portrety malarskie i rzeźbiarskie pokazane na Wystawie Ogólnopolskiej jak i portrety, które mogliśmy oglądać na wystawach przodowników pracy, świadczą, że plastykom nie udało się dotychczas wyłamać z mieszczańskiej konwencji izolowania i neutralizowania jednostki ludzkiej, że nie potrafią jeszcze pokazać jej w konkretnej sytuacji, w konkretnym powiązaniu z otoczeniem, że wciąż jeszcze ciąży nad nimi dziedzictwo portretu reprezentacyjnego, pełnego sztuczności i nudy."," nie potrafią jeszcze pokazać jej w konkretnej sytuacji, w konkretnym powiązaniu z otoczeniem, ","świadczyć, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Okazało się, że tam w górze, nad naszymi głowami, znów zaszła radykalna zmiana. ","tam w górze, nad naszymi głowami, znów zaszła radykalna zmiana. ","okazać się, że_",inne,past,NF,past,False,indywidualne,E
"Choć nie dysponujemy danymi dotyczącymi wszystkich banków, jednak z fragmentarycznych informacji można wnioskować, że banki udzielają coraz mniej kredytów. ", banki udzielają coraz mniej kredytów. ,"wnioskować, że_",epistemiczny,present,NF,present,False,indywidualne,N
Wystarczy mocno wierzyć że wszystko będzie dobrze i nie zawahać się ani chwili.,wszystko będzie dobrze,"wierzyć, że_",epistemiczny,present,NF,future,False,indywidualne,N
"P. Sytek uważa, że psie toalety powinny znaleźć się w widocznych miejscach oraz w takich punktach, by właścicieli nie musieli pokonywać pół osiedla, by do nich dotrzeć.","psie toalety powinny znaleźć się w widocznych miejscach oraz w takich punktach, by właścicieli nie musieli pokonywać pół osiedla, by do nich dotrzeć.","uważać, że_",epistemiczny,present,NF,inne,False,indywidualne,N
"Uważam, że władze nie mają prawa w ten sposób terroryzować mieszkańców",władze nie mają prawa w ten sposób terroryzować mieszkańców,"uważać, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Narzekał, że Urszula źle prasuje jego koszule, że robi fałdki i zmarszczki, że kołnierzyk nie jest dość gładki, a gazeta nigdy nie leży tam, gdzie ją zostawił. ","robi fałdki i zmarszczki,","narzekać, że_",mówienia,past,NF,present,False,indywidualne,N
"Czyli de facto mamy błędne koło – i warto pamiętać, że nie tylko sama PKP jest winna tego, że transport kolejowy działa w Polsce coraz gorzej.","nie tylko sama PKP jest winna tego, że transport kolejowy działa w Polsce coraz gorzej.","pamiętać, że_",epistemiczny,present,F,present,False,indywidualne,E
"Prezes Kaczyński przyznał, że to na razie dla niego za trudne. ",to na razie dla niego za trudne. ,"przyznać, że_",mówienia,past,F,inne,False,indywidualne,E
" Jeśli w 1995 r. 17 proc. osób odpowiadało, że uważnie je ogląda, to w bieżącym taką deklarację złożyło już tylko 7 proc., z czego zaledwie 4 proc. przyznało, że robi to z zainteresowaniem. ", robi to z zainteresowaniem. ,"przyznać, że_",mówienia,past,F,present,False,indywidualne,E
"Taniec - chyba jakoś podskakiwać umiem, cieszę się, że przetrwałam własne wesele;",przetrwałam własne wesele;,"cieszyć się, że_",emotywny,present,F,past,False,indywidualne,E
"Wiedzą jednak, że konieczna jest przynajmniej średnia znajomość języka obcego.",konieczna jest przynajmniej średnia znajomość języka obcego.,"wiedzieć, że_",epistemiczny,present,F,present,False,indywidualne,E
"Ustalono, że łączą go z niektórymi członkami grupy bliskie stosunki towarzyskie i że osoby te kontaktują sędziego z wałbrzyskimi przestępcami.", łączą go z niektórymi członkami grupy bliskie stosunki towarzyskie ,"ustalić [na podstawie czegoś], że_",epistemiczny,past,NF,present,False,indywidualne,N
"Należy pamiętać, że rynek ubezpieczeń, jaki znamy obecnie, to rynek na dnie ogólnoświatowej dekoniunktury. ","rynek ubezpieczeń, jaki znamy obecnie, to rynek na dnie ogólnoświatowej dekoniunktury. ","pamiętać, że_",epistemiczny,present,F,inne,False,indywidualne,E
"Suchecki zajmuje się kalendarzem, jeździ ze swoim szefem w teren, zdarza się nawet, że załatwia sprawy rodzinne Kalinowskiego. ",załatwia sprawy rodzinne Kalinowskiego.,"zdarzać się, że_",inne,present,NF,present,False,indywidualne,E
"Można wręcz powiedzieć, że powstało obok siebie kilka konkurencyjnych zestawów tak zwanych autorytetów.",powstało obok siebie kilka konkurencyjnych zestawów tak zwanych autorytetów.,"powiedzieć, że_",mówienia,,NF,past,False,indywidualne,N
"Przyjmując moją odmowę z powściągliwą uprzejmością oświadczył, że chata jego zaczeka, dopóki nie dokonamy zdjęć.","chata jego zaczeka, dopóki nie dokonamy zdjęć.","oświadczyć, że_",mówienia,past,NF,future,False,indywidualne,N
"Małgorzata Foremniak, słynna doktor Zosia z serialu ""Na dobre i na złe"", która w tym roku odcisnęła swoją dłoń w alei gwiazd w Międzyzdrojach, żali się, że ustalając wysokość honorariów nie każdy producent liczy się z tym, że popularny aktor, którego akcje idą w górę, ma prawo do wyższych stawek. ","ustalając wysokość honorariów nie każdy producent liczy się z tym, że popularny aktor, którego akcje idą w górę, ma prawo do wyższych stawek. ","żalić się, że_",mówienia,present,NF,present,False,indywidualne,N
"Tak, ja myślę, że właśnie dlatego został pan obwołany faszystą.",właśnie dlatego został pan obwołany faszystą.,"myśleć, że_",epistemiczny,present,NF,past,False,indywidualne,N
"Skorom powrócił do domu, ojciec mój, nakupiwszy sukna, sajety i bławatu, posłał do miasta po Żydów-krawców, dla zrobienia mi sukien; uważałem, że na coś się wielkiego zanosi.",na coś się wielkiego zanosi.,"uważać, że_",epistemiczny,past,NF,present,False,indywidualne,N
wydawałoby się oczywiste że wola należy yy yy do zmarłego ale domyślam się że mogą być różne sytuacje kiedy zmarły życzy sobie tak a rodzina mówi nie ślub yyy ślub pogrzeb będzie yyy kościelny ,wola należy yy yy do zmarłego,"wydaje się, że_",epistemiczny,,NF,present,False,indywidualne,N
"Ci z koalicji rządzącej, ci posłowie, którzy w trakcie posiedzenia sejmowej Komisji Polityki Gospodarczej, Budżetu i Finansów z uporem, myślę, godnym lepszej sprawy, bronili faktu, aby rząd łącznie z budżetem - zapowiadam, łącznie z budżetem, bo mamy świadomość, że nie było i nie ma czasu na to, żeby wcześniej rozpatrywać założenia, a potem przedkładać budżet - przedłożył założenia polityki społeczno-gospodarczej, jako dokumentu ujmującego tę politykę w dłuższym czasie, posłowie, którzy nie dopuścili do takiego rozstrzygnięcia - przypominam, tylko jednym głosem - źle służą również rządowi.","nie było i nie ma czasu na to, żeby wcześniej rozpatrywać założenia, a potem przedkładać budżet ","mieć świadomość, że_",epistemiczny,present,F,past,False,indywidualne,E
"Nie zrobiłem tego i im dalej idę w lata - tym pewniej wiem, że postąpiłem słusznie. ", postąpiłem słusznie. ,"wiedzieć, że_",epistemiczny,present,F,past,False,indywidualne,E
"Uważam, że każdy pracownik powinien być poinformowany o ewentualnym wpływie podejmowanej pracy na zdrowie przyszłego dziecka.",każdy pracownik powinien być poinformowany o ewentualnym wpływie podejmowanej pracy na zdrowie przyszłego dziecka.,"uważać, że_",epistemiczny,present,NF,inne,False,indywidualne,N
"Do dziś chirurdzy dziwią się, że powrócił na tor.",powrócił na tor.,"dziwić się, że_",epistemiczny,present,F,past,False,indywidualne,E
"W tej galerii chcemy pokazać mechanizmy ekonomiczne, które z jednej strony skłaniały władców polskich do zabiegania o to, by Żydzi się tu osiedlali, a z drugiej sprawiały, że ten obszar był interesujący i ważny jako punkt docelowy wędrówek żydowskiej diaspory.",ten obszar był interesujący i ważny jako punkt docelowy wędrówek żydowskiej diaspory.,"sprawiać, że_",inne,past,NF,past,False,indywidualne,E
"Może okazać się, że te pieniądze staną się kolejną formą pomocy socjalnej i zakonserwują tylko nierentowne gospodarstwa ",te pieniądze staną się kolejną formą pomocy socjalnej i zakonserwują tylko nierentowne gospodarstwa ,"okazać się, że_",inne,future,NF,future,False,indywidualne,N
"Przecież wiesz, że nie mogę tego zrobić...",nie mogę tego zrobić...,"wiedzieć, że_",epistemiczny,present,F,present,False,indywidualne,E
"A uwierz, że przy zamykaniu i banowaniu (a jutro, lub pojutrze przeniesienu do kosza) trzeba więcej razy kliknąć myszką niż przy przeniesieniu do innego działu. ","przy zamykaniu i banowaniu (a jutro, lub pojutrze przeniesienu do kosza) trzeba więcej razy kliknąć myszką niż przy przeniesieniu do innego działu. ","uwierzyć, że_",epistemiczny,,NF,present,False,imperatyw,N
"Uznano, że tylko Wrocław może bezstronnie i prawidłowo przeprowadzić dalsze czynności.",tylko Wrocław może bezstronnie i prawidłowo przeprowadzić dalsze czynności.,"uznać, że_",mówienia,past,NF,present,False,indywidualne,N
"Nince powiedziała, że ma nasikać do miski z wodą i się w tym umyć.", ma nasikać do miski z wodą i się w tym umyć.,"powiedzieć, że_",mówienia,past,NF,future,False,indywidualne,N
"Większość matek jest negatywnie nastawiona do swoich córek, dlatego dobrze, by młoda kobieta poznała inne młode kobiety i przekonała się, że nie wszystko musi być tak, jak było w rodzinnym domu. ","nie wszystko musi być tak, jak było w rodzinnym domu. ","przekonać się, że_",epistemiczny,past,F,present,False,indywidualne,E
"Łudziłam się, że każda pora życia ma swoje prawa, że prawo starości to spokojna zgoda na świat i jego zasady. ",prawo starości to spokojna zgoda na świat i jego zasady. ,"łudzić się, że_",epistemiczny,past,NF,inne,False,indywidualne,C
"O Zenku Michalskim z całą pewnością da się powiedzieć, że był nieśmiały. ", był nieśmiały. ,"powiedzieć, że_",mówienia,future,NF,past,False,indywidualne,N
"Jednak Grzegorz Gradowski, naczelnik ruchu drogowego konińskiej policji mówi, że nie dotarły do niego żadne niepokojące sygnały z tej okolicy.",nie dotarły do niego żadne niepokojące sygnały z tej okolicy.,"mówić, że_",mówienia,present,NF,past,False,indywidualne,N
"Przecież mogli przewidzieć, że po sylwestrze będą tu góry śmieci.",po sylwestrze będą tu góry śmieci.,"przewidzieć, że_",epistemiczny,past,F,future,False,indywidualne,E
"W pierwszym dniu procesu były prezes odmówił składania wyjaśnień, jednak wcześniej zeznał prokuraturze, że w myśl prawa nie musiał konsultować zakazów ze związkowcami – jednak jego poglądu nie podzieliła kontrola Państwowej Inspekcji Pracy.",w myśl prawa nie musiał konsultować zakazów ze związkowcami,"zeznać, że_",mówienia,past,NF,past,False,indywidualne,N
"Okazało się, że to działa - nasi ludzie odbywali z własnej woli, bez mrugnięcia okiem po kilkanaście wizyt dziennie, mimo wytycznych od 8 do 10, co było klasyką branży w tamtych dniach.",to działa ,"okazać się, że_",inne,past,NF,present,False,indywidualne,E
"Obawialiśmy się, że jeden z nich może mieć broń",jeden z nich może mieć broń,"obawiać się, że_",epistemiczny,past,NF,present,False,indywidualne,C
"Pracowałem nad nią przez kilka tygodni, ze szczególnym upodobaniem, choć przyznam, że mam wiele zastrzeżeń do aforyzmów. ",mam wiele zastrzeżeń do aforyzmów. ,"przyznać, że_",mówienia,future,F,present,False,indywidualne,E
"Starbuck uważał jednak, że konflikt jaźni pogłębia się w toku rozwoju normalnej, a nie tylko chorej czy rozdwojonej jaźni, jak to widział James.","konflikt jaźni pogłębia się w toku rozwoju normalnej, a nie tylko chorej czy rozdwojonej jaźni, jak to widział James.","uważać, że_",epistemiczny,past,NF,future,False,indywidualne,N
"Kronikarz wyraźnie schrystianizował tę ceremonię, aby pokazać, że dynastia w osobie pierwszego władcy Siemowita została wybrana i usynowiona przez Boga za pośrednictwem jego wysłanników.",dynastia w osobie pierwszego władcy Siemowita została wybrana i usynowiona przez Boga za pośrednictwem jego wysłanników.,"pokazać, że_",mówienia,past,F,past,False,indywidualne,E
"Nie da się ukryć, że religijność wielu ludzi jest powierzchowna.",religijność wielu ludzi jest powierzchowna.,"nie da się ukryć, że_",inne,present,NF,present,False,indywidualne,E
"Przyrzekam ci, że nigdy z mojej strony Agnieszki nie spotka nic złego, że zawsze... jak tylko mi pozwoli, to dla niej i dla Kasi... ",nigdy z mojej strony Agnieszki nie spotka nic złego,"przyrzekać, że_",mówienia,present,NF,future,False,performatyw,N
"Powiedziałeś mi, że idziesz do Kacpra…",idziesz do Kacpra...,"powiedzieć, że_",mówienia,past,NF,present,False,indywidualne,C
"Uważano, że tego typu zajęcie ćwiczy pracowitość i cierpliwość.", tego typu zajęcie ćwiczy pracowitość i cierpliwość.,"uważać, że_",epistemiczny,past,NF,present,False,indywidualne,N
"Tam usłyszała, że może wnieść odwołanie. ",może wnieść odwołanie. ,"usłyszeć, że_[mowa] ",mówienia,past,NF,present,False,indywidualne,N
ja mówię że poszłam im do tego a one że takie pikne te buty,takie pikne te buty,"mówić, że_",mówienia,present,NF,inne,False,indywidualne,N
"Nie rozumieją, że mają swój udział w tym, że nie są wybierane do tego, by być kochane.","mają swój udział w tym, że nie są wybierane do tego, by być kochane.","rozumieć, że_",epistemiczny,present,F,present,True,indywidualne,E
"Oczekujących przed szpitalem dziennikarzy zapewnił, że czuje się dobrze.",czuje się dobrze.,"zapewnić, że_",mówienia,past,NF,present,False,indywidualne,N
"Wiadomo, że się nie da, żeby wszystko od razu funkcjonowało bezbłędnie."," się nie da, żeby wszystko od razu funkcjonowało bezbłędnie.","wiadomo, że_",epistemiczny,,F,future,False,indywidualne,E
"Chciałbym tu podkreślić, że przejrzystość budżetu Ministerstwa Obrony jest pierwszym – po sprawnym funkcjonowaniu realnej, cywilnej, demokratycznej kontroli nad armią i siłami zbrojnymi – wymogiem stawianym państwom starającym się o członkostwo NATO i na pewno standardem państw członkowskich NATO.","przejrzystość budżetu Ministerstwa Obrony jest pierwszym – po sprawnym funkcjonowaniu realnej, cywilnej, demokratycznej kontroli nad armią i siłami zbrojnymi – wymogiem stawianym państwom starającym się o członkostwo NATO i na pewno standardem państw członkowskich NATO.","podkreślić, że_",mówienia,,NF,present,False,performatyw,N
"Ktoś z Was wspomniał wyżej, że w/g niezależnych obserwatorów 80% Białorusinów popiera swojego Łukaszenke, mnie się o uszy obiło że ponad 70%. ",ponad 70%. ,"obić się o uszy, że_",percepcyjny,past,NF,inne,False,indywidualne,N
"Wychodziło na to, że bracia N. pobili go, aby ukraść mu 350 zł. ","bracia N. pobili go, aby ukraść mu 350 zł. ","wychodzi na to, że_",inne,past,NF,past,False,indywidualne,N
"I żałuje, że handlowiec nie odwołał się od decyzji o umorzeniu postępowań do sądu.",handlowiec nie odwołał się od decyzji o umorzeniu postępowań do sądu.,"żałować, że_",emotywny,present,F,past,False,indywidualne,E
"GUS podaje, że w latach 1997-2006 ubyło w Polsce ok. 170 tys. obywateli, przy czym w 2007 r. nastąpił wzrost liczby urodzeń, co związane jest z tzw. echem demograficznym (wyż demograficzny z lat 80. rodzi dzieci).","w latach 1997-2006 ubyło w Polsce ok. 170 tys. obywateli,","podawać, że_",mówienia,present,NF,past,False,indywidualne,N
"Bardzo dobrze pamiętam, że cię zawiódł.", cię zawiódł.,"pamiętać, że_",epistemiczny,present,F,past,False,indywidualne,E
" Ja przyznam się, że nie umiem myśleć tak lotnie.",nie umiem myśleć tak lotnie.,"przyznać się, że_",mówienia,future,NF,present,False,indywidualne,N
"Uważam, że półfinał to sukces Marka.",półfinał to sukces Marka.,"uważać, że_",epistemiczny,present,NF,inne,False,indywidualne,E
"Czynność ta od lat dowodziła, że zrozumienie między lekarzami a pacjentami jest jednak możliwe. ",zrozumienie między lekarzami a pacjentami jest jednak możliwe. ,"dowodzić, że_",mówienia,past,NF,present,False,indywidualne,N
ale proszę zrozumieć że przez lata Rosji putinowskiej. chronienia mentalnie dorobku Związku Radzieckiego. i takiego utwardzania wizerunku radzieckiego człowieka jako człowieka porządnego.  jeżeli Midwiediew próbuje rozmontowywać takie myślenie to musi to robić powoli , jeżeli Midwiediew próbuje rozmontowywać takie myślenie to musi to robić powoli ,"zrozumieć, że_",epistemiczny,,F,inne,False,indywidualne,E
"Z relacji wiemy, że prawdopodobnie schodził do garażu.",prawdopodobnie schodził do garażu.,"wiedzieć, że_",epistemiczny,present,F,past,False,indywidualne,E
"Ja nie mówię, że tak będzie, mówię, że tak może być.",tak może być.,"mówić, że_",mówienia,present,NF,present,False,indywidualne,N
"Wiemy już, że zmieściliśmy się w tej kwocie, a nawet, że wyszło trochę taniej. ",wyszło trochę taniej. ,"wiedzieć, że_",epistemiczny,present,F,past,False,indywidualne,E
"Myślę, że młodzież bardziej zwraca uwagę na ekologię, a to dlatego, że już od najmłodszych lat w szkołach mówi się o tym, są dni sprzątania świata. ","młodzież bardziej zwraca uwagę na ekologię, a to dlatego, że już od najmłodszych lat w szkołach mówi się o tym, są dni sprzątania świata. ","myśleć, że_",epistemiczny,present,NF,present,False,indywidualne,N
" Do redakcji [,Majster'] przychodziło dużo listów, stwierdziliśmy, że jest zapotrzebowanie na pismo o podobnym profilu. ",jest zapotrzebowanie na pismo o podobnym profilu. ,"stwierdzić, że_",mówienia,past,NF,present,False,indywidualne,N
"Cieszę się, że nie tylko ja zachowuję się jak kiedyś... ",nie tylko ja zachowuję się jak kiedyś... ,"cieszyć się, że_",emotywny,present,F,present,False,indywidualne,E
"Mam więc nadzieję, że zwrócą nam koszty remontu samochodu - mówi właściciel pechowego auta.",zwrócą nam koszty remontu samochodu ,"mieć nadzieję, że_",epistemiczny,present,NF,future,False,indywidualne,N
"To znaczy, że szatan jest w desperacji, przedstawił się, bo czuje, że ją traci. ",ją traci. ,"[e] czuć, że_",epistemiczny,present,NF,present,False,indywidualne,N
"Wiadomo było, że są jakoś powiązane, przecież to Ignis wprowadziła ją do redakcji... ","są jakoś powiązane,","wiadomo, że_",epistemiczny,past,F,present,False,indywidualne,E
"Po kilkudniowej dyskusji nad raportem przygotowanym przez dyrektora generalnego MAEA, Rada Gubernatorów MAEA uznała wreszcie, że sprawy zaszły zbyt daleko i problemem powinna się zająć Rada Bezpieczeństwa Organizacji Narodów Zjednoczonych.",sprawy zaszły zbyt daleko i problemem powinna się zająć Rada Bezpieczeństwa Organizacji Narodów Zjednoczonych.,"uznać, że_",epistemiczny,past,NF,past,False,indywidualne,N
"W następnym roku organizatorzy zapewniają, że przywiozą ze sobą foki i sporo atrakcyjnych niespodzianek.",przywiozą ze sobą foki i sporo atrakcyjnych niespodzianek.,"zapewniać, że_",mówienia,present,NF,future,False,indywidualne,N
"Uważam, że kibice oglądali dzisiaj dobry mecz dwóch równych zespołów.",kibice oglądali dzisiaj dobry mecz dwóch równych zespołów.,"uważać, że_",epistemiczny,present,NF,past,False,indywidualne,N
"Dopiero po wielu latach znajoma pielęgniarka zasugerowała mi, że takie objawy są przy zapaści.",takie objawy są przy zapaści.,"zasugerować, że_",mówienia,past,NF,present,False,indywidualne,E
"Z tych samych wyliczeń wynika, że cały spis ma kosztować ok. 600 mln zł. ", cały spis ma kosztować ok. 600 mln zł. ,"wynikać, że_",epistemiczny,present,NF,future,False,indywidualne,N
" Jego obecny prezes Jean-Claude Trichet zadeklarował, że martwi go lekceważenie zapisów paktu. ",martwi go lekceważenie zapisów paktu. ,"zadeklarować, że_",mówienia,past,NF,present,False,indywidualne,N
"Uważam, że nie zawiedli, choć nie pokazali wszystkiego na co ich stać.",nie zawiedli,"uważać, że_",epistemiczny,present,NF,past,False,indywidualne,N
"To był bardzo gęsty las: ""Przecież mistrz czeka na mnie na końcu. Będzie ze mnie dumny, że szybciej dotarłem do celu"".",szybciej dotarłem do celu,"być dumnym, że_",emotywny,future,F,past,False,indywidualne,N
